52923903,wru,2,526
52923919,svj,89,1637
52923930,qsf,44,1957
52923960,lyr,74,945
52923987,rei,41,1087
52924005,edi,62,795
52924021,voy,60,845
52924026,efo,25,1070
52924032,lsn,90,543
52924043,ftz,8,892
52924069,tej,79,1764
52924097,wxt,20,1170
52924111,duh,46,1516
52924138,ejt,77,1150
52924151,wxt,40,1952
52924166,tej,97,761
52924176,bip,3,1710
52924200,cml,13,775
52924213,uqf,98,1605
52924229,ryx,10,1297
52924245,roq,12,987
52924249,nra,40,1213
52924273,gba,76,1998
52924301,efo,53,1311
52924302,ejt,35,1536
52924321,lab,10,1932
52924346,obm,5,1528
52924349,etv,68,691
52924350,whn,51,1924
52924369,whn,18,1826
52924396,bdc,51,1823
52924424,ola,90,1216
52924446,hmb,29,1327
52924470,ejt,100,932
52924490,agq,65,1009
52924500,roq,30,1556
52924513,ryo,3,1590
52924540,ihn,36,1274
52924558,miw,12,996
52924574,edi,5,852
52924594,wnn,69,605
52924611,roj,97,1292
52924623,ssl,47,1011
52924651,kry,67,744
52924663,voy,88,1268
52924671,voy,24,1174
52924673,yig,13,1803
52924678,kes,22,520
52924693,onh,10,705
52924699,wnn,28,1522
52924728,muz,7,1080
52924737,wol,63,1580
52924763,cml,28,881
52924773,rei,99,1721
52924783,wru,51,973
52924797,rnb,11,721
52924810,wru,39,1120
52924815,kes,79,745
52924828,obm,28,1891
52924856,roq,82,1355
52924859,svj,33,1814
52924873,amn,79,687
52924875,muz,89,1337
52924891,wol,38,754
52924905,voy,72,1881
52924912,ize,76,812
52924940,kes,75,1866
52924959,mfw,24,591
52924985,ola,36,1474
52924992,duh,20,531
52925005,xjt,8,678
52925032,fwt,71,1959
52925060,hkp,22,1456
52925086,obm,99,730
52925100,yyn,61,1788
52925109,ize,19,665
52925123,bru,83,608
52925136,ttw,28,1681
52925159,uoe,23,1751
52925165,ryx,40,1102
52925192,muz,27,1923
52925211,lsn,30,1842
52925236,fwt,15,1707
52925250,vgh,79,1591
52925268,kpg,37,1692
52925279,cxa,44,585
52925296,cml,61,1368
52925324,lab,68,1508
52925327,amn,35,525
52925339,ico,53,905
52925364,roq,60,703
52925377,bru,90,1548
52925405,npc,51,1557
52925408,fwt,20,1401
52925432,svj,89,884
52925448,roj,78,1582
52925477,ttw,89,1999
52925502,pjv,61,592
52925520,edi,73,1459
52925522,rjr,4,1513
52925537,edi,33,1989
52925556,qcg,6,1438
52925577,knp,84,1906
52925586,exs,27,1655
52925599,wol,64,1779
52925610,yyn,34,1909
52925624,whn,95,584
52925630,ttw,60,1235
52925637,ico,80,908
52925649,ihn,38,1027
52925673,lsn,19,1705
52925688,kry,36,1461
52925715,ico,54,1202
52925720,bru,2,1606
52925747,wrp,45,1643
52925763,roj,70,1167
52925780,bru,27,1455
52925795,efo,28,934
52925810,onh,82,724
52925811,rjr,74,621
52925825,ejo,77,1199
52925836,rei,38,1701
52925841,vnb,33,1504
52925843,sml,61,1094
52925857,pai,85,878
52925887,nea,73,932
52925897,pai,91,1796
52925926,edi,40,1875
52925940,vpf,49,874
52925969,ejo,39,1807
52925970,uqf,39,1752
52925996,wnn,82,1174
52926024,ize,4,1505
52926044,efo,20,1109
52926071,obm,4,1833
52926097,gba,54,1885
52926111,fwt,95,1904
52926135,vpf,80,1992
52926163,yba,30,1821
52926174,oud,19,1003
52926190,ihn,72,628
52926197,dxc,93,663
52926203,miw,64,1139
52926204,vgh,72,984
52926226,oud,98,1646
52926252,oly,11,1478
52926260,hls,47,1354
52926279,wnn,64,1086
52926286,obm,78,1661
52926299,wnn,83,767
52926317,cwf,63,605
52926329,bru,95,1803
52926332,yyn,42,974
52926359,vgh,34,1881
52926378,cml,43,1058
52926403,vkj,20,1929
52926427,ryo,6,1952
52926431,ejo,2,1230
52926456,wxt,86,868
52926461,vpf,27,1275
52926479,sml,85,1804
52926482,etv,60,695
52926512,roj,30,687
52926524,gba,66,509
52926534,bdp,94,896
52926539,rjr,16,888
52926556,ola,11,997
52926569,bip,27,1092
52926573,rjr,100,1449
52926588,roj,75,873
52926595,tej,16,817
52926602,duh,23,1885
52926615,wnn,60,1330
52926628,roq,11,1869
52926644,ico,40,826
52926668,ttw,42,1353
52926674,duh,5,1833
52926685,yig,70,523
52926703,vgh,47,1032
52926723,bdc,100,1326
52926750,hkp,10,738
52926762,rnb,31,1169
52926767,jww,21,1222
52926796,vbr,87,912
52926816,qcg,27,1334
52926829,nra,70,896
52926851,uhr,40,636
52926863,oud,56,1200
52926879,dxc,58,1351
52926906,yig,3,1959
52926917,wrp,5,1292
52926947,duh,75,916
52926964,teu,100,1266
52926965,ryo,17,1286
52926993,nea,100,1657
52927001,pjv,37,990
52927007,ihn,80,1844
52927017,bru,52,1434
52927036,oly,17,1927
52927041,roq,40,972
52927066,jww,91,877
52927095,qri,61,1268
52927097,npc,23,1976
52927106,pai,18,1477
52927109,ihn,80,958
52927139,roq,26,805
52927157,cxa,10,876
52927164,gba,99,1297
52927170,rei,45,1954
52927173,nra,1,1978
52927188,vrb,26,1984
52927208,ttw,66,786
52927231,ihn,66,974
52927234,mfw,6,732
52927250,yyn,35,1343
52927261,bdp,11,1042
52927269,etv,15,965
52927290,wrp,75,1983
52927301,roj,26,1075
52927310,lyr,8,828
52927330,rei,57,846
52927353,dtt,13,1167
52927374,bip,74,1790
52927400,ssl,22,1446
52927420,bxn,97,708
52927446,efo,45,1457
52927449,svj,27,1608
52927463,vww,46,1464
52927481,ssl,98,1904
52927508,cxa,5,509
52927522,vpf,40,1827
52927549,mfw,41,1439
52927554,vgh,79,1552
52927568,ico,59,705
52927577,miw,10,1996
52927582,gba,28,842
52927606,woy,4,847
52927636,qri,24,529
52927654,nea,85,1477
52927677,rjr,20,1396
52927705,oly,4,1856
52927728,gba,88,1149
52927755,bdp,92,1843
52927769,rei,91,1756
52927775,sml,20,1795
52927804,yig,92,1231
52927810,eoz,19,582
52927824,wxt,78,1505
52927842,wru,42,1969
52927843,qri,86,1885
52927873,agq,40,595
52927878,oom,77,1434
52927902,lab,61,1621
52927919,oat,81,1006
52927927,wnn,77,975
52927929,hmb,18,881
52927931,hkp,62,1115
52927955,eoz,44,1785
52927956,muz,38,1513
52927975,oom,69,890
52927983,yba,93,1419
52928000,obm,11,1775
52928002,kry,90,1798
52928015,wxt,45,1325
52928024,pcb,74,1343
52928039,dml,39,1033
52928057,roq,9,799
52928082,tej,65,720
52928112,efo,67,982
52928127,ftz,82,994
52928143,voy,37,1506
52928170,bxn,28,693
52928200,ihn,100,1233
52928213,voy,81,1004
52928215,duh,24,1039
52928230,oom,34,1493
52928257,edi,54,980
52928260,dtt,30,1316
52928283,wru,36,942
52928308,oom,4,1122
52928324,jww,92,1065
52928333,woy,46,1186
52928359,sml,99,1506
52928360,ftz,7,668
52928368,ttw,48,1993
52928378,amn,77,1589
52928408,uqf,1,891
52928422,qcg,63,1020
52928447,vrb,8,1930
52928456,ryo,5,1944
52928476,ndj,27,1448
52928495,ryo,96,1961
52928518,ftz,52,900
52928524,mfw,23,1431
52928528,oud,87,1582
52928552,vbr,95,1048
52928562,etv,23,680
52928564,muz,68,1313
52928567,kpg,62,1807
52928576,rjr,46,1354
52928603,pcb,45,684
52928616,oom,42,1233
52928644,lab,73,804
52928663,ssl,70,1374
52928692,pjv,3,1856
52928707,ola,82,1533
52928731,kpg,30,1096
52928741,roq,7,781
52928748,vpf,44,1484
52928772,rnb,29,1481
52928791,knp,97,1899
52928809,pjv,13,674
52928813,vpf,52,1813
52928820,bdp,3,1386
52928821,lab,94,1475
52928833,pai,58,1021
52928835,yba,82,739
52928863,ico,25,1580
52928887,eoz,13,919
52928902,yyn,46,1610
52928915,muz,77,871
52928916,nxm,73,1323
52928917,qcg,57,737
52928944,woy,35,977
52928949,zsj,38,1796
52928978,bip,74,986
52928987,roq,44,1725
52929010,hmb,75,684
52929026,vkj,17,1250
52929042,oat,93,1698
52929062,wnn,27,816
52929086,wru,68,956
52929110,gba,91,1233
52929131,voy,56,867
52929134,amn,88,1820
52929155,cml,13,1751
52929182,hzb,92,1201
52929208,tej,84,1642
52929226,mfw,94,1947
52929236,hls,21,771
52929251,ejt,87,773
52929280,oat,59,1851
52929302,teu,65,1044
52929306,rnb,70,1383
52929329,nra,75,1056
52929339,rei,62,1389
52929364,zsj,58,1846
52929375,bdc,51,1540
52929391,bdp,33,1735
52929418,hmb,92,1793
52929438,wrp,30,1920
52929455,miw,57,821
52929467,nea,66,1031
52929478,wxt,73,1006
52929507,hmb,19,944
52929519,ttw,54,1682
52929529,onh,86,1060
52929535,whn,42,939
52929562,mhi,78,1868
52929567,qcg,27,506
52929590,miw,81,1665
52929620,bdp,11,1555
52929637,kpg,68,1933
52929656,kpg,54,1961
52929683,pcb,30,1506
52929706,jww,75,848
52929719,mhi,65,1943
52929739,obm,50,783
52929759,amn,92,1331
52929772,muz,98,1887
52929781,ndj,17,1102
52929804,xjt,50,1143
52929812,sml,93,677
52929834,yba,38,890
52929847,ssl,26,1391
52929852,oom,45,1441
52929860,kes,86,1516
52929869,vkj,65,1299
52929891,npc,48,1082
52929918,bdc,75,1273
52929934,voy,9,525
52929956,jww,46,1165
52929986,oud,88,527
52930010,xkj,31,1348
52930020,vrb,91,832
52930035,zsj,54,661
52930050,exs,98,643
52930052,vnb,53,1693
52930058,oly,12,1849
52930073,ihn,64,1866
52930088,vgh,1,865
52930109,uqf,31,1302
52930114,wnn,14,1058
52930130,wru,2,1728
52930138,kes,58,1222
52930161,kes,5,1178
52930164,ttw,21,759
52930177,etv,46,1274
52930184,wnn,50,847
52930192,knp,62,733
52930204,xjt,62,930
52930221,khh,26,1789
52930245,bru,54,1546
52930266,ssl,48,1277
52930287,bdp,18,1327
52930293,muz,12,790
52930298,qri,35,1705
52930319,gba,25,940
52930345,wru,55,1680
52930366,edi,74,655
52930375,edi,45,1868
52930395,oly,59,1708
52930410,muz,54,1078
52930421,xkj,34,1442
52930428,uqf,9,1570
52930436,oom,90,676
52930449,oom,86,1695
52930472,dkq,40,1690
52930493,dml,34,1995
52930521,exs,4,641
52930540,dml,73,1335
52930561,dtt,9,1574
52930577,knp,50,1790
52930589,roq,48,1400
52930604,teu,70,540
52930609,rjr,68,849
52930634,roj,35,1517
52930653,amn,26,747
52930654,hls,92,576
52930676,svj,24,1069
52930690,ttw,27,1915
52930698,xjt,20,1459
52930717,gba,74,1194
52930727,ejo,20,1353
52930738,ryx,53,1535
52930749,npc,11,1334
52930766,vww,63,754
52930794,uqf,13,1422
52930810,ssl,12,784
52930840,exs,15,1100
52930854,qri,90,1797
52930872,vrb,15,832
52930889,vbr,87,1466
52930919,mfw,21,955
52930940,wxt,58,1051
52930945,wxt,66,1051
52930951,cwf,19,1310
52930964,muz,5,1367
52930968,mfw,66,1221
52930991,oom,90,1712
52931008,miw,16,1808
52931009,bxn,25,532
52931023,agq,63,1397
52931028,ola,97,933
52931033,fwt,3,1462
52931058,ihn,89,965
52931071,edi,88,743
52931084,ndj,79,1204
52931087,qsf,62,1626
52931106,khh,96,958
52931118,rnb,89,1346
52931132,yig,2,1973
52931143,ejo,6,717
52931147,edi,98,836
52931153,ejo,8,1484
52931162,whn,77,1826
52931179,kes,58,1893
52931200,uhr,28,1470
52931226,vww,67,654
52931235,oat,62,561
52931258,oly,49,1315
52931284,agq,74,1695
52931311,uqf,74,1660
52931319,wol,71,1873
52931326,muz,71,1590
52931354,bxn,28,939
52931384,rjr,73,1031
52931386,ndj,74,557
52931416,vrb,76,1962
52931422,ndj,19,1438
52931436,pcb,75,782
52931443,dkq,23,902
52931468,ejo,82,525
52931491,ize,43,1372
52931499,oud,64,721
52931526,jww,53,1221
52931553,bdc,33,1926
52931563,whn,31,1637
52931587,oom,71,1918
52931614,kry,70,1514
52931638,uoe,12,1783
52931661,ryo,45,1583
52931683,dtt,45,1746
52931706,duh,57,539
52931732,pcb,37,1114
52931747,ihn,80,730
52931758,whn,81,628
52931785,wol,10,1776
52931787,wol,98,989
52931798,ssl,12,1018
52931822,lsn,41,724
52931841,kpg,63,1626
52931866,nea,87,928
52931887,cxa,1,1905
52931905,qri,55,1656
52931910,qri,90,665
52931934,oud,83,1774
52931953,roj,33,538
52931979,wrp,45,1080
52931984,tej,92,832
52932001,bdc,9,1950
52932023,teu,18,1129
52932041,sml,29,598
52932042,wxt,58,1539
52932045,amn,85,1826
52932048,sml,56,1165
52932074,qcg,16,1503
52932096,dtt,10,1735
52932097,amn,12,1030
52932125,jww,50,1736
52932135,lsn,44,1306
52932139,teu,98,1688
52932143,lyr,61,1916
52932149,nra,56,1736
52932173,wrp,52,1430
52932181,oom,87,1570
52932209,ico,18,569
52932227,obm,28,1584
52932235,agq,47,1566
52932255,lab,76,859
52932264,zsj,74,1557
52932291,fwt,96,1127
52932294,vnb,42,659
52932314,onh,72,736
52932342,qri,18,816
52932346,oud,59,726
52932350,yyn,80,645
52932357,duh,43,1498
52932363,dml,95,1172
52932379,uoe,17,1873
52932396,kpg,98,1602
52932403,ize,7,1226
52932412,vww,22,824
52932413,oly,82,808
52932425,eoz,61,1792
52932446,yig,6,1889
52932455,yba,93,1059
52932460,ttw,99,1163
52932463,vww,59,1703
52932487,pai,12,535
52932512,wrp,44,658
52932541,muz,24,531
52932550,wrp,7,1843
52932580,ssl,64,998
52932598,exs,50,918
52932626,vnb,60,1396
52932647,wxt,68,729
52932675,rjr,52,1315
52932699,agq,63,1739
52932709,obm,11,1929
52932726,uqf,47,692
52932744,edi,95,505
52932760,roj,34,864
52932785,hmb,78,828
52932803,ize,31,845
52932811,yyn,23,662
52932841,kpg,81,757
52932846,edi,61,1921
52932867,khh,39,1794
52932878,mhi,83,757
52932899,wnn,8,833
52932912,vnb,77,1824
52932931,svj,97,1179
52932950,efo,50,515
52932955,hls,38,1067
52932961,pai,99,1844
52932986,teu,63,1849
52932988,fwt,50,1523
52933008,fwt,89,1443
52933009,svj,33,1818
52933029,onh,11,1877
52933057,jww,30,1943
52933065,ssl,79,1512
52933075,sml,95,1033
52933085,rei,100,601
52933113,wrp,54,1223
52933138,onh,37,1634
52933140,tej,40,505
52933141,wxt,81,967
52933155,rei,21,1501
52933172,gba,70,543
52933186,npc,35,1443
52933206,ico,19,1717
52933212,cml,60,1474
52933227,bip,82,1804
52933240,pai,83,1334
52933241,efo,87,1873
52933266,etv,6,1532
52933294,bxn,51,1299
52933314,nxm,71,1792
52933339,qcg,22,829
52933358,vgh,13,865
52933380,qcg,13,1508
52933401,oat,92,819
52933408,oly,47,942
52933437,pcb,96,1671
52933443,hzb,44,1493
52933466,kry,48,723
52933481,dtt,99,1890
52933506,xjt,90,1430
52933531,edi,33,571
52933546,pai,86,1029
52933565,bxn,94,1215
52933577,lyr,14,1612
52933588,vpf,4,539
52933595,oly,70,1671
52933606,sml,72,1928
52933633,bru,87,1496
52933648,oom,73,926
52933662,woy,6,753
52933667,lsn,17,1705
52933677,gba,84,564
52933700,ndj,79,623
52933703,ejo,75,1942
52933714,knp,15,1881
52933715,rjr,78,753
52933739,dkq,12,1222
52933757,lyr,62,1195
52933770,kry,43,644
52933780,voy,29,562
52933794,voy,76,1346
52933817,duh,43,1798
52933825,yyn,1,1486
52933838,voy,21,1653
52933848,obm,52,900
52933861,hzb,78,1175
52933875,ola,51,1369
52933876,rnb,48,1107
52933878,vgh,84,1212
52933901,ihn,97,561
52933911,miw,98,1911
52933940,ejo,54,740
52933941,efo,95,1827
52933963,yyn,7,1391
52933989,hkp,99,1772
52933997,ryo,25,1363
52934014,etv,56,1061
52934026,npc,88,1916
52934056,ejt,78,1055
52934068,qsf,91,1452
52934080,cml,40,632
52934100,sml,18,1287
52934106,jww,39,1053
52934114,mfw,27,1177
52934120,cwf,13,1543
52934135,svj,4,773
52934165,uhr,78,1302
52934172,amn,21,1072
52934198,jww,13,1242
52934201,rei,79,975
52934227,pai,72,856
52934245,bxn,11,1014
52934254,yba,12,1078
52934272,mhi,80,940
52934296,roj,21,547
52934297,miw,41,1337
52934325,miw,44,1576
52934330,oud,22,898
52934352,tej,79,1823
52934374,lyr,60,544
52934390,vgh,44,956
52934420,ssl,24,761
52934439,ihn,92,932
52934449,kpg,9,1246
52934467,npc,63,1591
52934481,yyn,31,964
52934509,vkj,29,683
52934512,uqf,40,1134
52934526,npc,68,841
52934532,lab,35,1740
52934548,dtt,7,1337
52934560,wxt,80,998
52934562,hls,88,1390
52934571,vrb,69,872
52934577,hzb,75,1926
52934606,wol,62,1968
52934618,vgh,6,928
52934647,amn,67,1838
52934671,qri,24,1862
52934683,hkp,56,626
52934693,pcb,63,1300
52934698,vkj,82,1548
52934701,vkj,54,1068
52934731,yig,90,1103
52934739,dml,15,828
52934752,wnn,56,1929
52934763,mfw,57,1108
52934778,npc,97,1277
52934794,hkp,81,596
52934799,ryo,30,1013
52934806,vkj,62,1894
52934810,ejo,56,1229
52934840,uoe,98,1778
52934868,agq,96,521
52934879,wrp,53,551
52934907,miw,77,682
52934924,rjr,5,1862
52934934,kes,8,1692
52934938,vgh,43,1855
52934948,eoz,58,1655
52934961,nea,77,1246
52934978,hls,65,583
52935008,roq,13,1535
52935009,nra,26,886
52935021,pcb,89,1397
52935042,wru,100,786
52935053,oom,71,1046
52935064,vnb,56,1548
52935078,dkq,92,1902
52935085,bru,88,1203
52935108,gba,15,985
52935125,eoz,33,945
52935126,bip,83,1056
52935146,bdc,78,1828
52935167,bru,37,997
52935187,bxn,41,1235
52935212,dtt,82,1626
52935217,bip,66,1425
52935246,cxa,39,1891
52935254,gba,73,1441
52935281,edi,9,675
52935298,nea,93,685
52935313,vgh,5,758
52935334,ndj,9,1528
52935342,bxn,22,833
52935364,bru,90,812
52935373,ndj,32,1727
52935390,bru,4,507
52935412,vnb,71,1602
52935435,voy,16,1696
52935462,vww,71,992
52935487,pcb,33,785
52935511,xjt,6,1697
52935533,etv,7,1726
52935541,ihn,79,1697
52935569,uhr,26,1750
52935574,obm,66,1807
52935585,hkp,18,955
52935596,uoe,95,1418
52935603,eoz,94,628
52935617,qri,79,932
52935633,obm,24,1704
52935639,yyn,7,850
52935665,vrb,50,1000
52935671,xkj,81,1341
52935673,duh,84,975
52935689,lsn,36,676
52935705,kes,90,668
52935711,dkq,89,580
52935725,oat,55,658
52935739,cml,44,1846
52935754,cml,90,667
52935782,hls,8,1141
52935791,whn,21,1863
52935816,nea,90,1130
52935829,pai,43,1360
52935835,bdc,32,1768
52935854,oat,100,1641
52935882,woy,21,1382
52935909,bip,97,1239
52935911,teu,86,1443
52935922,kes,100,1797
52935928,svj,39,705
52935945,wnn,5,1619
52935971,vgh,10,891
52935978,pcb,85,1866
52935997,nxm,99,1149
52936018,nea,8,715
52936040,pjv,52,1937
52936042,rjr,51,1018
52936044,roj,41,575
52936068,wxt,83,1888
52936084,dkq,70,1227
52936110,wol,13,1538
52936118,ssl,91,623
52936141,mhi,81,1135
52936161,bdc,1,1122
52936169,qcg,38,1287
52936176,oom,18,909
52936188,vkj,55,1031
52936212,oly,98,1510
52936239,qri,71,1996
52936260,qri,30,715
52936290,xjt,36,706
52936305,lyr,40,1197
52936317,edi,6,1111
52936327,efo,84,1822
52936357,kry,18,1722
52936362,hmb,66,1471
52936388,mfw,12,998
52936417,mhi,53,1257
52936420,qcg,39,1128
52936439,etv,64,1186
52936467,npc,53,1693
52936485,wrp,21,1504
52936514,onh,71,1985
52936538,vnb,62,1370
52936540,oly,39,1029
52936546,gba,98,1603
52936562,dkq,35,1445
52936577,wol,33,1753
52936584,qcg,21,1052
52936593,rjr,33,1898
52936595,exs,49,649
52936619,duh,34,831
52936622,nea,7,766
52936631,pjv,74,667
52936636,hls,41,1720
52936658,hls,84,803
52936683,vrb,95,1278
52936687,cxa,88,1780
52936690,ryo,94,1585
52936701,npc,47,1002
52936711,ndj,5,598
52936716,vww,95,1123
52936728,kpg,84,1504
52936753,xkj,87,1513
52936760,bdp,13,1043
52936782,ttw,67,755
52936796,oly,28,723
52936826,voy,22,1447
52936838,bdc,44,518
52936849,rei,11,1663
52936871,kpg,51,1897
52936880,nxm,31,1429
52936888,fwt,10,1704
52936890,ryx,90,1643
52936894,ola,79,1414
52936898,qri,47,1633
52936914,mfw,66,573
52936940,miw,96,1188
52936957,lyr,29,1100
52936959,nxm,15,1472
52936980,vnb,72,799
52936983,ryo,65,1374
52937002,bip,79,1732
52937032,muz,39,1431
52937043,wnn,72,1411
52937069,mhi,100,1242
52937090,hkp,85,605
52937117,roj,75,1196
52937140,npc,24,1044
52937158,kes,43,1753
52937182,hls,46,727
52937184,sml,64,1060
52937192,vpf,81,951
52937208,ftz,64,695
52937213,mfw,81,1871
52937222,nxm,33,947
52937252,rjr,14,1599
52937256,amn,3,1011
52937284,oat,100,632
52937299,bdp,67,1306
52937328,dxc,22,588
52937342,dkq,91,1830
52937370,pcb,89,702
52937385,exs,91,1185
52937398,knp,55,1848
52937400,ssl,2,1466
52937404,ryo,72,605
52937428,pai,4,746
52937444,ttw,72,1546
52937470,vbr,85,836
52937479,woy,31,1751
52937482,dkq,23,1636
52937506,rjr,10,1793
52937508,teu,37,910
52937532,oly,21,1494
52937552,wrp,5,1170
52937576,nra,68,1691
52937591,wru,42,664
52937608,duh,2,1616
52937614,ttw,61,646
52937625,ssl,72,811
52937638,ssl,12,1869
52937647,qsf,16,747
52937659,uoe,58,1777
52937682,muz,86,1918
52937684,qsf,82,725
52937700,hzb,90,1770
52937717,dxc,71,1811
52937734,dkq,8,1138
52937755,roj,86,1581
52937771,cxa,43,874
52937780,ndj,18,1521
52937787,etv,48,547
52937792,vbr,68,1741
52937799,edi,98,1968
52937826,ize,39,900
52937841,fwt,56,1920
52937870,wru,70,698
52937877,npc,84,1114
52937892,roj,27,595
52937913,uhr,33,1229
52937939,hmb,76,1120
52937967,ndj,83,1590
